"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1177;42,79;23,1;10,9;9,42;0,223
1177;42,79;23,1;12,1;8,98;0,206
1177;42,79;23,1;13,3;8,28;0,178
1177;42,79;23,1;14,5;8,12;0,197
1177;42,79;23,1;15,7;7,45;0,193
1177;42,79;23,1;16,9;6,43;0,187
1177;42,79;23,1;18,1;5,79;0,196
1177;42,79;23,1;19,3;4,87;0,183
1177;42,79;23,1;20,5;3,82;0,128
1177;42,79;23,1;21,7;2,74;0,079
1177;42,79;23,1;22,8;1,02;0,061
1108;62,8;26,3;0,1;23,94;1,279
1108;62,8;26,3;0,7;20,69;1,059
1108;62,8;26,3;1,3;19,99;0,725
1108;62,8;26,3;2,5;19,32;0,915
1108;62,8;26,3;3,7;18,88;0,775
1108;62,8;26,3;4,9;17,98;0,615
1108;62,8;26,3;6,1;17,28;0,758
1108;62,8;26,3;7,3;16,81;0,616
1108;62,8;26,3;8,5;16,11;0,512
1108;62,8;26,3;9,7;15,34;0,494
1108;62,8;26,3;10,9;14,83;0,415
1108;62,8;26,3;12,1;13,81;0,381
1108;62,8;26,3;13,3;13,08;0,331
1108;62,8;26,3;14,5;12,67;0,369
1108;62,8;26,3;15,7;11,97;0,352
1108;62,8;26,3;16,9;11,14;0,339
1108;62,8;26,3;18,1;10,28;0,309
1108;62,8;26,3;19,3;9,33;0,296
1108;62,8;26,3;20,5;8,31;0,295
1108;62,8;26,3;21,7;7,54;0,306
1108;62,8;26,3;22,9;5,16;0,203
1108;62,8;26,3;24,1;3,85;0,2
1108;62,8;26,3;25,3;2,2;0,149
1108;62,8;26,3;25,7;0,76;0,08
1179;57,49;24,4;0,1;22,6;1,492
1179;57,49;24,4;0,7;20,18;0,918
1179;57,49;24,4;1,3;18,3;0,774
1179;57,49;24,4;2,5;17,51;0,478
1179;57,49;24,4;3,7;16,14;0,39
1179;57,49;24,4;4,9;15,72;0,39
1179;57,49;24,4;6,1;15,41;0,46
1179;57,49;24,4;7,3;14,64;0,413
1179;57,49;24,4;8,5;14,1;0,357
1179;57,49;24,4;9,7;13,85;0,344
1179;57,49;24,4;10,9;13,31;0,306
1179;57,49;24,4;12,1;12,1;0,287
1179;57,49;24,4;13,3;11,24;0,288
1179;57,49;24,4;14,5;10,25;0,274
1179;57,49;24,4;15,7;9,71;0,372
1179;57,49;24,4;16,9;9,33;0,342
1179;57,49;24,4;18,1;8,05;0,311
1179;57,49;24,4;19,3;7,19;0,253
1179;57,49;24,4;20,5;6,21;0,305
1179;57,49;24,4;21,7;4,65;0,226
1179;57,49;24,4;22,9;2,93;0,141
1179;57,49;24,4;23,9;0,95;0,09
1110;56,3;25,1;0,1;22,06;1,518
1110;56,3;25,1;0,7;18,75;1,02
1110;56,3;25,1;1,3;17,92;0,785
1110;56,3;25,1;2,5;17,19;0,849
1110;56,3;25,1;3,7;16,81;0,588
1110;56,3;25,1;4,9;15,76;0,535
1110;56,3;25,1;6,1;15,41;0,647
1110;56,3;25,1;7,3;14,9;0,482
1110;56,3;25,1;8,5;14,32;0,454
1110;56,3;25,1;9,7;13,53;0,379
1110;56,3;25,1;10,9;13,05;0,33
1110;56,3;25,1;12,1;12,54;0,338
1110;56,3;25,1;13,3;11,94;0,336
1110;56,3;25,1;14,5;11,17;0,333
1110;56,3;25,1;15,7;10,5;0,312
1110;56,3;25,1;16,9;9,8;0,267
1110;56,3;25,1;18,1;9,17;0,276
1110;56,3;25,1;19,3;7,83;0,274
1110;56,3;25,1;20,5;6,88;0,26
1110;56,3;25,1;21,7;5,38;0,225
1110;56,3;25,1;22,9;3,95;0,213
1110;56,3;25,1;24,1;1,75;0,111
1110;56,3;25,1;24,6;0,73;0,073
1181;46,4;24,3;0,1;19,1;1,045
1181;46,4;24,3;0,7;15,28;0,652
1181;46,4;24,3;1,3;14,77;0,566
1181;46,4;24,3;2,5;14,07;0,481
1181;46,4;24,3;3,7;13,5;0,347
1181;46,4;24,3;4,9;13,05;0,464
1181;46,4;24,3;6,1;12,86;0,434
1181;46,4;24,3;7,3;12,35;0,333
1181;46,4;24,3;8,5;11,62;0,244
1181;46,4;24,3;9,7;10,89;0,219
1181;46,4;24,3;10,9;10,47;0,227
1181;46,4;24,3;12,1;10,28;0,184
1181;46,4;24,3;13,3;9,1;0,241
1181;46,4;24,3;14,5;8,4;0,18
1181;46,4;24,3;15,7;7,86;0,17
1181;46,4;24,3;16,9;7,42;0,213
1181;46,4;24,3;18,1;6,53;0,183
1181;46,4;24,3;19,3;6,05;0,163
1181;46,4;24,3;20,5;4,93;0,174
1181;46,4;24,3;21,7;4,14;0,161
1181;46,4;24,3;22,9;2,48;0,105
1181;46,4;24,3;23,7;0,92;0,06
1112;50,99;24,5;0,1;19,93;1,735
1112;50,99;24,5;0,7;16,81;1,028
1112;50,99;24,5;1,3;16,23;1,238
1112;50,99;24,5;2,5;15,72;0,735
1112;50,99;24,5;3,7;15,44;0,629
1112;50,99;24,5;4,9;14,96;0,621
1112;50,99;24,5;6,1;14,23;0,51
1112;50,99;24,5;7,3;13,62;0,383
1112;50,99;24,5;8,5;12,86;0,403
1112;50,99;24,5;9,7;12,38;0,368
1112;50,99;24,5;10,9;11,87;0,412
1112;50,99;24,5;12,1;10,98;0,27
1112;50,99;24,5;13,3;10,03;0,245
1112;50,99;24,5;14,5;9,49;0,295
1112;50,99;24,5;15,7;8,91;0,287
1112;50,99;24,5;16,9;8,37;0,241
1112;50,99;24,5;18,1;7,32;0,246
1112;50,99;24,5;19,3;6,56;0,221
1112;50,99;24,5;20,5;5,51;0,226
1112;50,99;24,5;21,7;4,49;0,221
1112;50,99;24,5;22,9;2,86;0,128
1112;50,99;24,5;24;0,89;0,063
1183;55,39;26,1;0,1;20,37;1,19
1113;48;21,4;0,1;18,78;1,386
1183;55,39;26,1;0,7;17,92;0,889
1113;48;21,4;0,7;15,76;0,962
1113;48;21,4;1,3;15,28;0,716
1183;55,39;26,1;1,3;17,63;0,932
1113;48;21,4;2,5;14,74;0,64
1183;55,39;26,1;2,5;16,74;0,599
1113;48;21,4;3,7;14,01;0,567
1183;55,39;26,1;3,7;15,92;0,695
1183;55,39;26,1;4,9;15,79;0,498
1113;48;21,4;4,9;13,15;0,5
1183;55,39;26,1;6,1;15,02;0,657
1113;48;21,4;6,1;12,29;0,444
1113;48;21,4;7,3;11,78;0,405
1183;55,39;26,1;7,3;14,36;0,416
1113;48;21,4;8,5;11,36;0,386
1183;55,39;26,1;8,5;13,94;0,384
1113;48;21,4;9,7;10,6;0,328
1183;55,39;26,1;9,7;13,11;0,355
1183;55,39;26,1;10,9;12,35;0,377
1113;48;21,4;10,9;10,03;0,315
1113;48;21,4;12,1;9,23;0,303
1183;55,39;26,1;12,1;11,78;0,348
1113;48;21,4;13,3;8,5;0,301
1183;55,39;26,1;13,3;11,65;0,354
1183;55,39;26,1;14,5;11,33;0,3
1113;48;21,4;14,5;8,18;0,318
1183;55,39;26,1;15,7;10,73;0,293
1113;48;21,4;15,7;7,51;0,353
1113;48;21,4;16,9;7,26;0,41
1183;55,39;26,1;16,9;10,03;0,315
1183;55,39;26,1;18,1;9,14;0,302
1113;48;21,4;18,1;6,53;0,365
1113;48;21,4;19,3;4,27;0,215
1183;55,39;26,1;19,3;8,34;0,319
1113;48;21,4;20,5;1,91;0,192
1183;55,39;26,1;20,5;7,32;0,267
1113;48;21,4;20,9;1,05;0,092
1183;55,39;26,1;21,7;5,98;0,24
1183;55,39;26,1;22,9;4,77;0,256
1183;55,39;26,1;24,1;3,28;0,169
1183;55,39;26,1;25,3;1,53;0,095
1184;44,48;23,3;0,1;15,92;0,92
1184;44,48;23,3;0,7;14,87;0,644
1184;44,48;23,3;1,3;14,16;0,47
1184;44,48;23,3;2,5;13,69;0,394
1184;44,48;23,3;3,7;12,89;0,358
1184;44,48;23,3;4,9;12,22;0,342
1184;44,48;23,3;6,1;12;0,365
1184;44,48;23,3;7,3;10,82;0,315
1184;44,48;23,3;8,5;10,47;0,25
1184;44,48;23,3;9,7;10,19;0,21
1184;44,48;23,3;10,9;9,52;0,229
1184;44,48;23,3;12,1;9,07;0,232
1184;44,48;23,3;13,3;8,44;0,221
1184;44,48;23,3;14,5;7,86;0,212
1184;44,48;23,3;15,7;7,16;0,191
1184;44,48;23,3;16,9;6,56;0,205
1184;44,48;23,3;18,1;5,83;0,201
1184;44,48;23,3;19,3;4,84;0,187
1184;44,48;23,3;20,5;3,88;0,17
1184;44,48;23,3;21,7;2,55;0,112
1184;44,48;23,3;22,9;0,7;0,043
1185;36,51;21,9;0,1;13,08;0,561
1115;44,99;24;0,1;17,73;1,22
1115;44,99;24;0,7;15,15;0,755
1185;36,51;21,9;0,7;12;0,467
1115;44,99;24;1,3;14,32;0,656
1185;36,51;21,9;1,3;11,62;0,443
1115;44,99;24;2,5;14,2;0,585
1185;36,51;21,9;2,5;11,3;0,332
1115;44,99;24;3,7;13,85;0,566
1185;36,51;21,9;3,7;10,92;0,288
1185;36,51;21,9;4,9;10,31;0,244
1115;44,99;24;4,9;13,31;0,395
1115;44,99;24;6,1;12,61;0,385
1185;36,51;21,9;6,1;9,93;0,214
1185;36,51;21,9;7,3;9,68;0,22
1115;44,99;24;7,3;11,94;0,387
1185;36,51;21,9;8,5;9,04;0,187
1115;44,99;24;8,5;11,55;0,345
1115;44,99;24;9,7;11,01;0,282
1185;36,51;21,9;9,7;8,53;0,172
1185;36,51;21,9;10,9;8,21;0,179
1115;44,99;24;10,9;10,38;0,257
1115;44,99;24;12,1;9,74;0,255
1185;36,51;21,9;12,1;7,77;0,17
1185;36,51;21,9;13,3;7,13;0,176
1115;44,99;24;13,3;9,17;0,253
1185;36,51;21,9;14,5;6,46;0,151
1115;44,99;24;14,5;8,53;0,253
1185;36,51;21,9;15,7;6,02;0,154
1115;44,99;24;15,7;7,89;0,247
1115;44,99;24;16,9;7,13;0,214
1185;36,51;21,9;16,9;5,47;0,159
1115;44,99;24;18,1;6,68;0,231
1185;36,51;21,9;18,1;4,62;0,136
1185;36,51;21,9;19,3;3,66;0,145
1115;44,99;24;19,3;5,92;0,222
1185;36,51;21,9;20,5;2,55;0,126
1115;44,99;24;20,5;4,81;0,197
1185;36,51;21,9;21,3;0,92;0,056
1115;44,99;24;21,7;3,79;0,169
1115;44,99;24;22,9;2,07;0,134
1115;44,99;24;23,4;1,08;0,074
1116;41,81;23,25;0,1;16,74;1,431
1116;41,81;23,25;0,7;13,88;0,816
1116;41,81;23,25;1,3;13,31;0,652
1116;41,81;23,25;2,5;12,83;0,519
1116;41,81;23,25;3,7;12,64;0,581
1116;41,81;23,25;4,9;12,13;0,44
1116;41,81;23,25;6,1;11,55;0,438
1116;41,81;23,25;7,3;11,01;0,331
1116;41,81;23,25;8,5;10,57;0,312
1116;41,81;23,25;9,7;10,03;0,33
1116;41,81;23,25;10,9;9,42;0,278
1116;41,81;23,25;12,1;8,69;0,247
1116;41,81;23,25;13,3;8,02;0,224
1116;41,81;23,25;14,5;7,7;0,255
1116;41,81;23,25;15,7;6,84;0,215
1116;41,81;23,25;16,9;6,43;0,208
1116;41,81;23,25;18,1;5,57;0,199
1116;41,81;23,25;19,3;4,77;0,152
1116;41,81;23,25;20,5;3,66;0,163
1116;41,81;23,25;21,7;2,45;0,131
1116;41,81;23,25;22,8;0,99;0,086
1117;50,01;24,7;0,1;19,61;1,015
1117;50,01;24,7;0,7;16,77;0,822
1117;50,01;24,7;1,3;15,92;0,724
1117;50,01;24,7;2,5;15,76;0,701
1117;50,01;24,7;3,7;15,28;0,813
1117;50,01;24,7;4,9;14,96;0,621
1117;50,01;24,7;6,1;14,45;0,494
1117;50,01;24,7;7,3;13,37;0,401
1117;50,01;24,7;8,5;13,15;0,428
1117;50,01;24,7;9,7;12,51;0,36
1117;50,01;24,7;10,9;11,71;0,292
1117;50,01;24,7;12,1;11,11;0,296
1117;50,01;24,7;13,3;10,73;0,334
1117;50,01;24,7;14,5;9,93;0,359
1117;50,01;24,7;15,7;9,33;0,331
1117;50,01;24,7;16,9;8,5;0,283
1117;50,01;24,7;18,1;7,83;0,27
1117;50,01;24,7;19,3;6,94;0,239
1117;50,01;24,7;20,5;6,21;0,29
1117;50,01;24,7;21,7;4,65;0,221
1117;50,01;24,7;22,9;3,18;0,18
1117;50,01;24,7;24,1;1,08;0,115
1119;55,2;25,6;0,1;19,67;0,946
1119;55,2;25,6;0,7;18,46;0,962
1119;55,2;25,6;1,3;17,57;0,875
1119;55,2;25,6;2,5;17,35;0,757
1119;55,2;25,6;3,7;17,03;0,58
1119;55,2;25,6;4,9;16,71;0,418
1119;55,2;25,6;6,1;15,76;0,429
1119;55,2;25,6;7,3;14,96;0,377
1119;55,2;25,6;8,5;14,23;0,379
1119;55,2;25,6;9,7;13,62;0,34
1119;55,2;25,6;10,9;12,86;0,334
1119;55,2;25,6;12,1;12,57;0,318
1119;55,2;25,6;13,3;12,1;0,301
1119;55,2;25,6;14,5;10,98;0,321
1119;55,2;25,6;15,7;10,44;0,305
1119;55,2;25,6;16,9;9,8;0,35
1119;55,2;25,6;18,1;9,07;0,289
1119;55,2;25,6;19,3;7,83;0,312
1119;55,2;25,6;20,5;7,19;0,294
1119;55,2;25,6;21,7;5,89;0,283
1119;55,2;25,6;22,9;4,62;0,245
1119;55,2;25,6;24,1;2,58;0,182
1119;55,2;25,6;25,3;1,02;0,101
1190;34,49;22,53;0,1;13,91;0,71
1190;34,49;22,53;0,7;11,68;0,483
1190;34,49;22,53;1,3;10,98;0,421
1190;34,49;22,53;2,5;10,66;0,354
1190;34,49;22,53;3,7;10,25;0,301
1190;34,49;22,53;4,9;9,77;0,238
1190;34,49;22,53;6,1;9,64;0,266
1190;34,49;22,53;7,3;9,14;0,239
1190;34,49;22,53;8,5;8,82;0,215
1190;34,49;22,53;9,7;8,18;0,187
1190;34,49;22,53;10,9;7,73;0,206
1190;34,49;22,53;12,1;7,32;0,181
1190;34,49;22,53;13,3;7;0,167
1190;34,49;22,53;14,5;6,24;0,174
1190;34,49;22,53;15,7;5,73;0,186
1190;34,49;22,53;16,9;5,09;0,151
1190;34,49;22,53;18,1;4,52;0,138
1190;34,49;22,53;19,3;3,76;0,112
1190;34,49;22,53;20,5;3,18;0,109
1190;34,49;22,53;21,7;1,27;0,076
1121;53,5;25,3;0,1;18,84;1,13
1121;53,5;25,3;0,7;17,38;1,076
1121;53,5;25,3;1,3;17,03;0,838
1121;53,5;25,3;2,5;16,39;0,753
1121;53,5;25,3;3,7;16,07;0,688
1121;53,5;25,3;4,9;15,47;0,516
1121;53,5;25,3;6,1;14,83;0,536
1121;53,5;25,3;7,3;14,16;0,426
1121;53,5;25,3;8,5;13,4;0,409
1121;53,5;25,3;9,7;12,64;0,359
1121;53,5;25,3;10,9;12,16;0,303
1121;53,5;25,3;12,1;11,4;0,304
1121;53,5;25,3;13,3;10,98;0,287
1121;53,5;25,3;14,5;10,5;0,306
1121;53,5;25,3;15,7;10,22;0,295
1121;53,5;25,3;16,9;9,84;0,304
1121;53,5;25,3;18,1;8,85;0,293
1121;53,5;25,3;19,3;7,77;0,277
1121;53,5;25,3;20,5;7,26;0,292
1121;53,5;25,3;21,7;5,47;0,244
1121;53,5;25,3;22,9;4,58;0,233
1121;53,5;25,3;24,1;3,18;0,198
1121;53,5;25,3;25;0,99;0,084
1122;44,2;24,5;0,1;15,66;0,853
1192;18,79;13,3;0,1;7,16;0,338
1122;44,2;24,5;0,7;14,55;0,685
1192;18,79;13,3;0,7;6,21;0,23
1192;18,79;13,3;1,3;5,98;0,175
1122;44,2;24,5;1,3;14,07;0,609
1122;44,2;24,5;2,5;13,69;0,397
1192;18,79;13,3;2,5;5,57;0,142
1122;44,2;24,5;3,7;13,21;0,32
1192;18,79;13,3;3,7;5,09;0,135
1122;44,2;24,5;4,9;12,41;0,272
1192;18,79;13,3;4,9;4,77;0,102
1192;18,79;13,3;6,1;4,62;0,098
1122;44,2;24,5;6,1;11,97;0,304
1122;44,2;24,5;7,3;11,62;0,283
1192;18,79;13,3;7,3;3,88;0,083
1192;18,79;13,3;8,5;3,28;0,097
1122;44,2;24,5;8,5;11,2;0,277
1192;18,79;13,3;9,7;3,02;0,095
1122;44,2;24,5;9,7;10,82;0,289
1122;44,2;24,5;10,9;10,15;0,266
1192;18,79;13,3;10,9;2,55;0,093
1122;44,2;24,5;12,1;9,49;0,257
1192;18,79;13,3;12,1;1,91;0,083
1192;18,79;13,3;12,7;0,95;0,051
1122;44,2;24,5;13,3;8,91;0,249
1122;44,2;24,5;14,5;8,44;0,252
1122;44,2;24,5;15,7;7,61;0,225
1122;44,2;24,5;16,9;6,94;0,206
1122;44,2;24,5;18,1;6,3;0,257
1122;44,2;24,5;19,3;5,22;0,184
1122;44,2;24,5;20,5;4,77;0,2
1122;44,2;24,5;21,7;3,41;0,189
1122;44,2;24,5;22,9;1,91;0,105
1122;44,2;24,5;24,1;1,05;0,103
1193;60,51;29,44;0,1;21,49;1,217
1193;60,51;29,44;0,7;19,89;0,993
1193;60,51;29,44;1,3;19,26;0,767
1193;60,51;29,44;2,5;18,62;0,681
1193;60,51;29,44;3,7;18,46;0,707
1193;60,51;29,44;4,9;17,51;0,532
1193;60,51;29,44;6,1;17,25;0,54
1193;60,51;29,44;7,3;17,06;0,54
1193;60,51;29,44;8,5;16,3;0,403
1193;60,51;29,44;9,7;16,14;0,388
1193;60,51;29,44;10,9;15,37;0,358
1193;60,51;29,44;12,1;14,16;0,325
1193;60,51;29,44;13,3;13,88;0,301
1193;60,51;29,44;14,5;13,05;0,282
1193;60,51;29,44;15,7;12,54;0,286
1193;60,51;29,44;16,9;11,81;0,283
1193;60,51;29,44;18,1;11,3;0,272
1193;60,51;29,44;19,3;10,28;0,276
1193;60,51;29,44;20,5;9,61;0,32
1193;60,51;29,44;21,7;8,75;0,26
1193;60,51;29,44;22,9;7,96;0,267
1193;60,51;29,44;24,1;7,07;0,273
1193;60,51;29,44;25,3;5,73;0,263
1193;60,51;29,44;26,5;4,52;0,254
1193;60,51;29,44;27,7;2,74;0,131
1193;60,51;29,44;28,9;0,95;0,08
1124;54,51;24,2;0,1;19,42;1,111
1194;35;22,52;0,1;13,62;0,598
1124;54,51;24,2;0,7;18,43;1,067
1194;35;22,52;0,7;11,84;0,555
1194;35;22,52;1,3;11,14;0,405
1124;54,51;24,2;1,3;17,35;0,896
1124;54,51;24,2;2,5;16,87;0,798
1194;35;22,52;2,5;11,05;0,344
1124;54,51;24,2;3,7;16,52;0,826
1194;35;22,52;3,7;10,5;0,263
1194;35;22,52;4,9;10,19;0,223
1124;54,51;24,2;4,9;16,17;0,718
1194;35;22,52;6,1;9,93;0,22
1124;54,51;24,2;6,1;15,44;0,463
1124;54,51;24,2;7,3;14,71;0,45
1194;35;22,52;7,3;9,55;0,2
1124;54,51;24,2;8,5;14,07;0,377
1194;35;22,52;8,5;8,91;0,192
1124;54,51;24,2;9,7;13,53;0,402
1194;35;22,52;9,7;8,56;0,208
1194;35;22,52;10,9;7,96;0,178
1124;54,51;24,2;10,9;12,73;0,386
1124;54,51;24,2;12,1;12,1;0,398
1194;35;22,52;12,1;7,45;0,166
1194;35;22,52;13,3;6,84;0,156
1124;54,51;24,2;13,3;11,49;0,424
1194;35;22,52;14,5;6,27;0,181
1124;54,51;24,2;14,5;10,73;0,368
1124;54,51;24,2;15,7;9,93;0,352
1194;35;22,52;15,7;5,98;0,184
1124;54,51;24,2;16,9;9,14;0,338
1194;35;22,52;16,9;5,22;0,157
1124;54,51;24,2;18,1;8,44;0,312
1194;35;22,52;18,1;4,81;0,138
1124;54,51;24,2;19,3;7;0,282
1194;35;22,52;19,3;3,98;0,157
1194;35;22,52;20,5;2,67;0,103
1124;54,51;24,2;20,5;5,47;0,27
1194;35;22,52;21,7;1,18;0,062
1124;54,51;24,2;21,7;4,14;0,245
1124;54,51;24,2;22,9;2,48;0,157
1124;54,51;24,2;23,7;0,95;0,085
1195;29,31;19,12;0,1;11,11;0,454
1195;29,31;19,12;0,7;10,19;0,249
1195;29,31;19,12;1,3;9,33;0,228
1195;29,31;19,12;2,5;9,1;0,198
1195;29,31;19,12;3,7;8,91;0,193
1195;29,31;19,12;4,9;8,28;0,198
1195;29,31;19,12;6,1;7,77;0,171
1195;29,31;19,12;7,3;7,32;0,173
1195;29,31;19,12;8,5;6,91;0,153
1195;29,31;19,12;9,7;6,53;0,149
1195;29,31;19,12;10,9;6,11;0,129
1195;29,31;19,12;12,1;5,16;0,128
1195;29,31;19,12;13,3;4,9;0,124
1195;29,31;19,12;14,5;4,14;0,115
1195;29,31;19,12;15,7;3,34;0,108
1195;29,31;19,12;16,9;2,93;0,114
1195;29,31;19,12;18,1;1,91;0,105
1195;29,31;19,12;18,6;0,95;0,09
1196;21,49;13,1;0,1;7,73;0,37
1126;62,8;27,2;0,1;22,95;1,103
1196;21,49;13,1;0,7;7,07;0,334
1126;62,8;27,2;0,7;20,91;0,915
1196;21,49;13,1;1,3;6,84;0,235
1126;62,8;27,2;1,3;19,99;0,868
1196;21,49;13,1;2,5;6,43;0,189
1126;62,8;27,2;2,5;19,35;0,748
1126;62,8;27,2;3,7;19;0,722
1196;21,49;13,1;3,7;6,11;0,136
1196;21,49;13,1;4,9;5,89;0,112
1126;62,8;27,2;4,9;18,08;0,51
1126;62,8;27,2;6,1;17,54;0,484
1196;21,49;13,1;6,1;5,19;0,106
1196;21,49;13,1;7,3;4,74;0,107
1126;62,8;27,2;7,3;17,03;0,455
1196;21,49;13,1;8,5;3,98;0,099
1126;62,8;27,2;8,5;16,49;0,424
1126;62,8;27,2;9,7;15,79;0,44
1196;21,49;13,1;9,7;3,31;0,098
1126;62,8;27,2;10,9;15,28;0,415
1196;21,49;13,1;10,9;2,55;0,083
1196;21,49;13,1;12,1;1,43;0,069
1126;62,8;27,2;12,1;14,64;0,386
1126;62,8;27,2;13,3;13,62;0,373
1126;62,8;27,2;14,5;13,46;0,409
1126;62,8;27,2;15,7;12,35;0,344
1126;62,8;27,2;16,9;11,62;0,379
1126;62,8;27,2;18,1;10,79;0,351
1126;62,8;27,2;19,3;10,19;0,346
1126;62,8;27,2;20,5;8,91;0,341
1126;62,8;27,2;21,7;7,96;0,346
1126;62,8;27,2;22,9;7;0,295
1126;62,8;27,2;24,1;5,47;0,308
1126;62,8;27,2;25,3;3,98;0,235
1126;62,8;27,2;26,5;2,13;0,137
1126;62,8;27,2;26,7;1,02;0,08
1197;66,51;29,12;0,1;24,57;1,53
1197;66,51;29,12;0,7;22,12;0,962
1197;66,51;29,12;1,3;21,17;0,975
1197;66,51;29,12;2,5;20,56;0,677
1197;66,51;29,12;3,7;19,51;0,683
1197;66,51;29,12;4,9;19,23;0,605
1197;66,51;29,12;6,1;18,68;0,444
1197;66,51;29,12;7,3;17,95;0,499
1197;66,51;29,12;8,5;17,35;0,412
1197;66,51;29,12;9,7;16,77;0,396
1197;66,51;29,12;10,9;16,07;0,37
1197;66,51;29,12;12,1;15,44;0,366
1197;66,51;29,12;13,3;14,77;0,362
1197;66,51;29,12;14,5;14,32;0,345
1197;66,51;29,12;15,7;13,85;0,368
1197;66,51;29,12;16,9;12,64;0,354
1197;66,51;29,12;18,1;11,97;0,355
1197;66,51;29,12;19,3;11,46;0,366
1197;66,51;29,12;20,5;10,19;0,346
1197;66,51;29,12;21,7;9,33;0,338
1197;66,51;29,12;22,9;8,44;0,343
1197;66,51;29,12;24,1;7,16;0,365
1197;66,51;29,12;25,3;5,44;0,247
1197;66,51;29,12;26,5;4,27;0,273
1197;66,51;29,12;27,7;2,55;0,15
1197;66,51;29,12;28,6;0,73;0,057
1198;65;32,22;0,1;23,68;1,177
1198;65;32,22;0,7;21,42;0,879
1198;65;32,22;1,3;20,69;0,825
1198;65;32,22;2,5;19,89;0,644
1198;65;32,22;3,7;19,42;0,582
1198;65;32,22;4,9;18,78;0,601
1198;65;32,22;6,1;18,62;0,473
1198;65;32,22;7,3;17,98;0,463
1198;65;32,22;8,5;17,51;0,392
1198;65;32,22;9,7;16,71;0,382
1198;65;32,22;10,9;16,14;0,329
1198;65;32,22;12,1;15,72;0,343
1198;65;32,22;13,3;15,02;0,344
1198;65;32,22;14,5;14,48;0,332
1198;65;32,22;15,7;14,1;0,337
1198;65;32,22;16,9;13,37;0,367
1198;65;32,22;18,1;12,51;0,33
1198;65;32,22;19,3;12;0,342
1198;65;32,22;20,5;11,55;0,329
1198;65;32,22;21,7;10,82;0,337
1198;65;32,22;22,9;9,93;0,386
1198;65;32,22;24,1;8,75;0,299
1198;65;32,22;25,3;7,86;0,306
1198;65;32,22;26,5;7;0,304
1198;65;32,22;27,7;5,95;0,317
1198;65;32,22;28,9;4,71;0,236
1198;65;32,22;30,1;3,5;0,176
1198;65;32,22;31,3;1,75;0,116
1198;65;32,22;31,6;1,02;0,093
1130;57,71;26,15;0,1;20,44;1,12
1200;25,6;17,22;0,1;10,06;0,626
1200;25,6;17,22;0,7;8,85;0,271
1130;57,71;26,15;0,7;19,26;0,993
1200;25,6;17,22;1,3;8,15;0,233
1130;57,71;26,15;1,3;18,37;0,914
1200;25,6;17,22;2,5;8,05;0,203
1130;57,71;26,15;2,5;17,67;0,788
1130;57,71;26,15;3,7;17,38;0,57
1200;25,6;17,22;3,7;7,64;0,204
1130;57,71;26,15;4,9;16,93;0,767
1200;25,6;17,22;4,9;7,26;0,181
1200;25,6;17,22;6,1;6,75;0,148
1130;57,71;26,15;6,1;16,36;0,637
1200;25,6;17,22;7,3;6,27;0,165
1130;57,71;26,15;7,3;15,6;0,484
1200;25,6;17,22;8,5;5,79;0,141
1130;57,71;26,15;8,5;14,83;0,356
1130;57,71;26,15;9,7;14,32;0,433
1200;25,6;17,22;9,7;5,38;0,125
1200;25,6;17,22;10,9;4,65;0,107
1130;57,71;26,15;10,9;13,37;0,34
1130;57,71;26,15;12,1;12,86;0,337
1200;25,6;17,22;12,1;4,14;0,124
1200;25,6;17,22;13,3;3,72;0,12
1130;57,71;26,15;13,3;12,16;0,369
1130;57,71;26,15;14,5;11,46;0,351
1200;25,6;17,22;14,5;3,25;0,094
1200;25,6;17,22;15,7;2,45;0,08
1130;57,71;26,15;15,7;10,73;0,323
1200;25,6;17,22;16,7;0,95;0,058
1130;57,71;26,15;16,9;10,03;0,314
1130;57,71;26,15;18,1;9,1;0,287
1130;57,71;26,15;19,3;8,12;0,318
1130;57,71;26,15;20,5;7,07;0,278
1130;57,71;26,15;21,7;6,18;0,265
1130;57,71;26,15;22,9;5,09;0,273
1130;57,71;26,15;24,1;3,53;0,202
1130;57,71;26,15;25,3;1,4;0,108
1130;57,71;26,15;25,5;0,95;0,103
1131;50,2;24,4;0,1;17,92;1,052
1131;50,2;24,4;0,7;16,3;0,81
1131;50,2;24,4;1,3;15,98;0,816
1131;50,2;24,4;2,5;15,53;0,743
1131;50,2;24,4;3,7;15,28;0,702
1131;50,2;24,4;4,9;14,71;0,497
1131;50,2;24,4;6,1;14,01;0,432
1131;50,2;24,4;7,3;13,5;0,412
1131;50,2;24,4;8,5;13,05;0,337
1131;50,2;24,4;9,7;12,73;0,364
1131;50,2;24,4;10,9;11,94;0,309
1131;50,2;24,4;12,1;11,08;0,309
1131;50,2;24,4;13,3;10,38;0,306
1131;50,2;24,4;14,5;9,84;0,294
1131;50,2;24,4;15,7;9,39;0,29
1131;50,2;24,4;16,9;8,31;0,278
1131;50,2;24,4;18,1;7,51;0,26
1131;50,2;24,4;19,3;6,65;0,267
1131;50,2;24,4;20,5;5,6;0,256
1131;50,2;24,4;21,7;4,3;0,211
1131;50,2;24,4;22,9;2,93;0,198
1131;50,2;24,4;24,1;0,64;0,085
1202;26,99;17,76;0,1;10,7;0,521
1132;46,21;22,6;0,1;16,55;0,801
